Name,Level,Cost,Time,Time (hours),Cost/h
Archer Queen,51,138000,6d 6h,150.0,920
Archer Queen,52,143000,6d 6h,150.0,953
Archer Queen,53,148000,6d 6h,150.0,987
Archer Queen,54,154000,6d 6h,150.0,1027
Archer Queen,55,159000,6d 6h,150.0,1060
Archer Queen,56,166000,6d 6h,150.0,1107
Archer Queen,57,172000,6d 6h,150.0,1147
Archer Queen,58,179000,6d 6h,150.0,1193
Archer Queen,59,186000,6d 6h,150.0,1240
Archer Queen,60,192000,6d 6h,150.0,1280
Archer Queen,61,198000,6d 6h,150.0,1320
Archer Queen,62,203000,6d 6h,150.0,1353
Archer Queen,63,208000,6d 6h,150.0,1387
Archer Queen,64,213000,6d 6h,150.0,1420
Archer Queen,65,219000,6d 6h,150.0,1460
Archer Queen,66,228000,6d 18h,162.0,1407
Archer Queen,67,237000,6d 18h,162.0,1463
Archer Queen,68,246000,6d 18h,162.0,1519
Archer Queen,69,255000,6d 18h,162.0,1574
Archer Queen,70,266000,7d 6h,174.0,1529
Archer Queen,71,269000,7d 6h,174.0,1546
Archer Queen,72,278000,7d 6h,174.0,1598
Archer Queen,73,283000,7d 6h,174.0,1626
Archer Queen,74,288000,7d 6h,174.0,1655
Archer Queen,75,297000,7d 6h,174.0,1707
Archer Queen,76,302000,8d,192.0,1573
Archer Queen,77,308000,8d,192.0,1604
Archer Queen,78,314000,8d,192.0,1635
Archer Queen,79,319000,8d,192.0,1661
Archer Queen,80,325000,8d,192.0,1693
Archer Queen,81,334000,8d,192.0,1740
Archer Queen,82,338000,8d,192.0,1760
Archer Queen,83,342000,8d,192.0,1781
Archer Queen,84,346000,8d,192.0,1802
Archer Queen,85,350000,8d,192.0,1823
Archer Queen,86,352000,8d,192.0,1833
Archer Queen,87,354000,8d,192.0,1844
Archer Queen,88,356000,8d,192.0,1854
Archer Queen,89,358000,8d,192.0,1865
Archer Queen,90,360000,8d,192.0,1875
Royal Champion,1,60000,-,-,-
Royal Champion,2,73000,8h,8.0,9125
Royal Champion,3,89000,16h,16.0,5562
Royal Champion,4,105000,22h,22.0,4773
Royal Champion,5,122000,1d 20h,44.0,2773
Royal Champion,6,140000,2d 18h,66.0,2121
Royal Champion,7,158000,3d 6h,78.0,2026
Royal Champion,8,170000,3d 18h,90.0,1889
Royal Champion,9,182000,4d 6h,102.0,1784
Royal Champion,10,192000,4d 12h,108.0,1778
Royal Champion,11,202000,5d,120.0,1683
Royal Champion,12,211000,5d 12h,132.0,1598
Royal Champion,13,216000,6d,144.0,1500
Royal Champion,14,222000,6d 12h,156.0,1423
Royal Champion,15,228000,6d 12h,156.0,1462
Royal Champion,16,234000,6d 18h,162.0,1444
Royal Champion,17,239000,6d 18h,162.0,1475
Royal Champion,18,245000,6d 18h,162.0,1512
Royal Champion,19,251000,6d 18h,162.0,1549
Royal Champion,20,257000,6d 18h,162.0,1586
Royal Champion,21,262000,7d 6h,174.0,1506
Royal Champion,22,267000,7d 6h,174.0,1534
Royal Champion,23,272000,7d 6h,174.0,1563
Royal Champion,24,277000,7d 6h,174.0,1592
Royal Champion,25,282000,7d 6h,174.0,1621
Royal Champion,26,295000,8d,192.0,1536
Royal Champion,27,300000,8d,192.0,1562
Royal Champion,28,305000,8d,192.0,1589
Royal Champion,29,310000,8d,192.0,1615
Royal Champion,30,315000,8d,192.0,1641
Royal Champion,31,325000,8d,192.0,1693
Royal Champion,32,330000,8d,192.0,1719
Royal Champion,33,335000,8d,192.0,1745
Royal Champion,34,340000,8d,192.0,1771
Royal Champion,35,345000,8d,192.0,1797
Royal Champion,36,347000,8d,192.0,1807
Royal Champion,37,349000,8d,192.0,1818
Royal Champion,38,351000,8d,192.0,1828
Royal Champion,39,353000,8d,192.0,1839
Royal Champion,40,355000,8d,192.0,1849
