Name,Level,Cost,Time,Time (hours),Cost/h
Giga Inferno (TH15),1,-,-,-,-
Giga Inferno (TH15),2,10000000,9d,216.0,46296
Giga Inferno (TH15),3,12000000,11d,264.0,45455
Giga Inferno (TH15),4,14000000,13d,312.0,44872
Giga Inferno (TH15),5,16000000,14d,336.0,47619
Name,Level,Cost,Time,Time (hours),Cost/h
Elixir Collector,1,150,10s,0.002777777777777778,54000
Elixir Collector,2,300,1m,0.016666666666666666,18000
Elixir Collector,3,700,4m,0.06666666666666667,10500
Elixir Collector,4,1400,10m,0.16666666666666666,8400
Elixir Collector,5,3000,40m,0.6666666666666666,4500
Elixir Collector,6,7000,3h,3.0,2333
Elixir Collector,7,14000,6h,6.0,2333
Elixir Collector,8,28000,8h,8.0,3500
Elixir Collector,9,56000,10h,10.0,5600
Elixir Collector,10,75000,12h,12.0,6250
Elixir Collector,11,100000,16h,16.0,6250
Elixir Collector,12,200000,20h,20.0,10000
Elixir Collector,13,400000,1d 16h,40.0,10000
Elixir Collector,14,800000,3d 8h,80.0,10000
Elixir Collector,15,1200000,6d,144.0,8333
Elixir Storage,1,300,10s,0.002777777777777778,108000
Elixir Storage,2,750,5m,0.08333333333333333,9000
Elixir Storage,3,1500,20m,0.3333333333333333,4500
Elixir Storage,4,3000,1h,1.0,3000
Elixir Storage,5,6000,2h,2.0,3000
Elixir Storage,6,12000,3h,3.0,4000
Elixir Storage,7,25000,4h,4.0,6250
Elixir Storage,8,50000,5h,5.0,10000
Elixir Storage,9,100000,8h,8.0,12500
Elixir Storage,10,250000,12h,12.0,20833
Elixir Storage,11,500000,16h,16.0,31250
Elixir Storage,12,1000000,2d,48.0,20833
Elixir Storage,13,1800000,3d 12h,84.0,21429
Elixir Storage,14,2800000,5d 12h,132.0,21212
Elixir Storage,15,5500000,11d 6h,270.0,20370
Elixir Storage,16,6500000,12d,288.0,22569
Name,Level,Cost,Time,Time (hours),Cost/h
Town Hall,1,-,-,-,-
Town Hall,2,1000,10s,0.002777777777777778,360000
Town Hall,3,4000,1h,1.0,4000
Town Hall,4,25000,3h,3.0,8333
Town Hall,5,150000,6h,6.0,25000
Town Hall,6,750000,12h,12.0,62500
Town Hall,7,1000000,18h,18.0,55556
Town Hall,8,2000000,1d,24.0,83333
Town Hall,9,3000000,2d,48.0,62500
Town Hall,10,3500000,2d 12h,60.0,58333
Town Hall,11,4000000,2d 18h,66.0,60606
Town Hall,12,6000000,4d 6h,102.0,58824
Town Hall,13,9000000,7d 12h,180.0,50000
Town Hall,14,15000000,13d 6h,318.0,47170
Town Hall,15,18000000,15d,360.0,50000
Name,Level,Cost,Time,Time (hours),Cost/h
Bomb,1,400,-,-,-
Bomb,2,1000,6m,0.1,10000
Bomb,3,10000,2h,2.0,5000
Bomb,4,100000,8h,8.0,12500
Bomb,5,300000,18h,18.0,16667
Bomb,6,500000,1d 12h,36.0,13889
Bomb,7,850000,2d 12h,60.0,14167
Bomb,8,1400000,2d 18h,66.0,21212
Bomb,9,2400000,3d 12h,84.0,28571
Bomb,10,5500000,7d 12h,180.0,30556
Bomb,11,8000000,8d,192.0,41667
Spring Trap,1,2000,-,-,-
Spring Trap,2,300000,12h,12.0,25000
Spring Trap,3,500000,18h,18.0,27778
Spring Trap,4,800000,1d 12h,36.0,22222
Spring Trap,5,1000000,3d,72.0,13889
Giant Bomb,1,12500,-,-,-
Giant Bomb,2,75000,6h,6.0,12500
Giant Bomb,3,600000,1d,24.0,25000
Giant Bomb,4,2000000,3d,72.0,27778
Giant Bomb,5,2500000,3d 12h,84.0,29762
Giant Bomb,6,3000000,4d 6h,102.0,29412
Giant Bomb,7,4200000,5d 12h,132.0,31818
Giant Bomb,8,8500000,10d 12h,252.0,33730
Giant Bomb,9,10500000,12d,288.0,36458
Air Bomb,1,4000,-,-,-
Air Bomb,2,20000,4h,4.0,5000
Air Bomb,3,200000,12h,12.0,16667
Air Bomb,4,600000,1d,24.0,25000
Air Bomb,5,1400000,2d,48.0,29167
Air Bomb,6,1900000,2d 12h,60.0,31667
Air Bomb,7,2400000,3d 12h,84.0,28571
Air Bomb,8,3000000,4d 6h,102.0,29412
Air Bomb,9,6500000,8d 12h,204.0,31863
Air Bomb,10,9000000,9d,216.0,41667
Seeking Air Mine,1,15000,-,-,-
Seeking Air Mine,2,1000000,1d,24.0,41667
Seeking Air Mine,3,2100000,3d,72.0,29167
Seeking Air Mine,4,3600000,4d 6h,102.0,35294
Seeking Air Mine,5,10000000,10d,240.0,41667
Skeleton Trap,1,6000,-,-,-
Skeleton Trap,2,450000,5h,5.0,90000
Skeleton Trap,3,900000,20h,20.0,45000
Skeleton Trap,4,1500000,1d 16h,40.0,37500
Tornado Trap,1,1800000,-,-,-
Tornado Trap,2,2800000,2d,48.0,58333
Tornado Trap,3,3500000,3d,72.0,48611
