Name,Level,Cost,Time,Time (hours),Cost/h
Yeti,3,9000000,10d,240.0,37500
Yeti,4,17100000,17d,408.0,41912
Yeti,5,19000000,18d,432.0,43981
Dragon Rider,1,-,-,-,-
Dragon Rider,2,9600000,9d,216.0,44444
Dragon Rider,3,16500000,16d,384.0,42969
Electro Titan,1,-,-,-,-
Electro Titan,2,19500000,17d 12h,420.0,46429
Electro Titan,3,20500000,18d,432.0,47454
Name,Level,Cost,Time,Time (hours),Cost/h
Army Camp,1,200,5m,0.08333333333333333,2400
Army Camp,2,2000,15m,0.25,8000
Army Camp,3,10000,2h,2.0,5000
Army Camp,4,100000,5h,5.0,20000
Army Camp,5,250000,8h,8.0,31250
Army Camp,6,750000,12h,12.0,62500
Army Camp,7,1500000,2d,48.0,31250
Army Camp,8,2500000,3d,72.0,34722
Army Camp,9,4200000,6d 6h,150.0,28000
Army Camp,10,5700000,8d 18h,210.0,27143
Army Camp,11,9600000,9d 12h,228.0,42105
Army Camp,12,19000000,16d,384.0,49479
Barracks,1,100,10s,0.002777777777777778,36000
Barracks,2,500,1m,0.016666666666666666,30000
Barracks,3,2500,10m,0.16666666666666666,15000
Barracks,4,5000,1h,1.0,5000
Barracks,5,20000,8h,8.0,2500
Barracks,6,120000,12h,12.0,10000
Barracks,7,270000,18h,18.0,15000
Barracks,8,800000,1d,24.0,33333
Barracks,9,1200000,1d 12h,36.0,33333
Barracks,10,1700000,2d 12h,60.0,28333
Barracks,11,2600000,4d,96.0,27083
Barracks,12,3700000,5d 12h,132.0,28030
Barracks,13,6500000,7d 12h,180.0,36111
Barracks,14,8000000,9d,216.0,37037
Barracks,15,10000000,10d 12h,252.0,39683
Barracks,16,15000000,16d,384.0,39062
Dark Barracks,1,200000,8h,8.0,25000
Dark Barracks,2,600000,1d,24.0,25000
Dark Barracks,3,1000000,1d 12h,36.0,27778
Dark Barracks,4,1600000,2d,48.0,33333
Dark Barracks,5,2200000,3d 12h,84.0,26190
Dark Barracks,6,2900000,4d 12h,108.0,26852
Dark Barracks,7,4000000,6d 12h,156.0,25641
Dark Barracks,8,7500000,8d,192.0,39062
Dark Barracks,9,9000000,10d,240.0,37500
Dark Barracks,10,13000000,13d,312.0,41667
Labratory,1,5000,1m,0.016666666666666666,300000
Labratory,2,25000,1h,1.0,25000
Labratory,3,50000,2h,2.0,25000
Labratory,4,100000,4h,4.0,25000
Labratory,5,200000,8h,8.0,25000
Labratory,6,400000,16h,16.0,25000
Labratory,7,800000,1d,24.0,33333
Labratory,8,1300000,1d 18h,42.0,30952
Labratory,9,2100000,2d 18h,66.0,31818
Labratory,10,3800000,4d,96.0,39583
Labratory,11,5500000,6d,144.0,38194
Labratory,12,11500000,11d 12h,276.0,41667
Labratory,13,12500000,12d,288.0,43403
Spell Factory,1,150000,8h,8.0,18750
Spell Factory,2,300000,1d,24.0,12500
Spell Factory,3,600000,2d,48.0,12500
Spell Factory,4,1200000,3d 12h,84.0,14286
Spell Factory,5,2000000,4d 6h,102.0,19608
Spell Factory,6,3500000,5d,120.0,29167
Spell Factory,7,9000000,9d,216.0,41667
Dark Spell Factory,1,150000,6h,6.0,25000
Dark Spell Factory,2,300000,18h,18.0,16667
Dark Spell Factory,3,600000,2d,48.0,12500
Dark Spell Factory,4,1200000,4d,96.0,12500
Dark Spell Factory,5,2500000,6d,144.0,17361
Workshop,1,3000000,4d,96.0,31250
Workshop,2,5000000,5d,120.0,41667
Workshop,3,7000000,7d,168.0,41667
Workshop,4,9000000,10d,240.0,37500
Workshop,5,10000000,11d,264.0,37879
Workshop,6,16500000,17d,408.0,40441
Workshop,7,19000000,18d,432.0,43981
Pet House,1,14000000,12d 6h,294.0,47619
Pet House,2,16500000,14d 6h,342.0,48246
Pet House,3,17500000,16d,384.0,45573
Pet House,4,18500000,18d,432.0,42824
Pet House,5,19750000,19d,456.0,43311
Pet House,6,20000000,19d 6h,462.0,43290
Pet House,7,20250000,19d 12h,468.0,43269
Pet House,8,20500000,19d 18h,474.0,43249
Name,Level,Cost,Time,Time (hours),Cost/h
Grand Warden,1,1000000,-,-,-
Grand Warden,2,1100000,2h,2.0,550000
Grand Warden,3,1400000,4h,4.0,350000
Grand Warden,4,1600000,8h,8.0,200000
Grand Warden,5,1800000,12h,12.0,150000
Grand Warden,6,2000000,16h,16.0,125000
Grand Warden,7,2200000,22h,22.0,100000
Grand Warden,8,2500000,1d 4h,28.0,89286
Grand Warden,9,2700000,1d 8h,32.0,84375
Grand Warden,10,3100000,1d 20h,44.0,70455
Grand Warden,11,3600000,2d 6h,54.0,66667
Grand Warden,12,4000000,2d 18h,66.0,60606
Grand Warden,13,4400000,3d 18h,90.0,48889
Grand Warden,14,4900000,4d 12h,108.0,45370
Grand Warden,15,5300000,5d 12h,132.0,40152
Grand Warden,16,5700000,6d 6h,150.0,38000
Grand Warden,17,6200000,6d 6h,150.0,41333
Grand Warden,18,6600000,6d 6h,150.0,44000
Grand Warden,19,7100000,6d 6h,150.0,47333
Grand Warden,20,7900000,6d 6h,150.0,52667
Grand Warden,21,8800000,6d 6h,150.0,58667
Grand Warden,22,8900000,6d 6h,150.0,59333
Grand Warden,23,9000000,6d 6h,150.0,60000
Grand Warden,24,9100000,6d 6h,150.0,60667
Grand Warden,25,9200000,6d 6h,150.0,61333
Grand Warden,26,9300000,6d 6h,150.0,62000
Grand Warden,27,9400000,6d 6h,150.0,62667
Grand Warden,28,9500000,6d 6h,150.0,63333
Grand Warden,29,9600000,6d 6h,150.0,64000
Grand Warden,30,9700000,6d 6h,150.0,64667
Grand Warden,31,9800000,6d 6h,150.0,65333
Grand Warden,32,9900000,6d 6h,150.0,66000
Grand Warden,33,10000000,6d 6h,150.0,66667
Grand Warden,34,10100000,6d 6h,150.0,67333
Grand Warden,35,10200000,6d 6h,150.0,68000
Grand Warden,36,10300000,6d 6h,150.0,68667
Grand Warden,37,10400000,6d 6h,150.0,69333
Grand Warden,38,10500000,6d 6h,150.0,70000
Grand Warden,39,10600000,6d 6h,150.0,70667
Grand Warden,40,10700000,6d 6h,150.0,71333
Grand Warden,41,10800000,6d 18h,162.0,66667
Grand Warden,42,11200000,6d 18h,162.0,69136
Grand Warden,43,11600000,6d 18h,162.0,71605
Grand Warden,44,12000000,6d 18h,162.0,74074
Grand Warden,45,12400000,6d 18h,162.0,76543
Grand Warden,46,12800000,7d 6h,174.0,73563
Grand Warden,47,13200000,7d 6h,174.0,75862
Grand Warden,48,13600000,7d 6h,174.0,78161
Grand Warden,49,14300000,7d 6h,174.0,82184
Grand Warden,50,15500000,7d 6h,174.0,89080
Grand Warden,51,16600000,8d,192.0,86458
Grand Warden,52,17100000,8d,192.0,89062
Grand Warden,53,17600000,8d,192.0,91667
Grand Warden,54,18100000,8d,192.0,94271
Grand Warden,55,18600000,8d,192.0,96875
Grand Warden,56,19200000,8d,192.0,100000
Grand Warden,57,19400000,8d,192.0,101042
Grand Warden,58,19600000,8d,192.0,102083
Grand Warden,59,19800000,8d,192.0,103125
Grand Warden,60,20000000,8d,192.0,104167
Grand Warden,61,20200000,8d,192.0,105208
Grand Warden,62,20400000,8d,192.0,106250
Grand Warden,63,20600000,8d,192.0,107292
Grand Warden,64,20800000,8d,192.0,108333
Grand Warden,65,21000000,8d,192.0,109375
Name,Level,Cost,Time,Time (hours),Cost/h
Gold Collector,1,150,10s,0.002777777777777778,54000
Gold Collector,2,300,1m,0.016666666666666666,18000
Gold Collector,3,700,4m,0.06666666666666667,10500
Gold Collector,4,1400,10m,0.16666666666666666,8400
Gold Collector,5,3000,40m,0.6666666666666666,4500
Gold Collector,6,7000,3h,3.0,2333
Gold Collector,7,14000,6h,6.0,2333
Gold Collector,8,28000,8h,8.0,3500
Gold Collector,9,56000,10h,10.0,5600
Gold Collector,10,75000,12h,12.0,6250
Gold Collector,11,100000,16h,16.0,6250
Gold Collector,12,200000,20h,20.0,10000
Gold Collector,13,400000,1d 16h,40.0,10000
Gold Collector,14,800000,3d 8h,80.0,10000
Gold Collector,15,1200000,6d,144.0,8333
Gold Storage,1,300,10s,0.002777777777777778,108000
Gold Storage,2,750,5m,0.08333333333333333,9000
Gold Storage,3,1500,20m,0.3333333333333333,4500
Gold Storage,4,3000,1h,1.0,3000
Gold Storage,5,6000,2h,2.0,3000
Gold Storage,6,12000,3h,3.0,4000
Gold Storage,7,25000,4h,4.0,6250
Gold Storage,8,50000,5h,5.0,10000
Gold Storage,9,100000,8h,8.0,12500
Gold Storage,10,250000,12h,12.0,20833
Gold Storage,11,500000,16h,16.0,31250
Gold Storage,12,1000000,2d,48.0,20833
Gold Storage,13,1800000,3d 12h,84.0,21429
Gold Storage,14,2800000,5d 12h,132.0,21212
Gold Storage,15,5500000,11d 6h,270.0,20370
Gold Storage,16,6500000,12d,288.0,22569
Dark Elixir Drill,1,500000,6h,6.0,83333
Dark Elixir Drill,2,700000,12h,12.0,58333
Dark Elixir Drill,3,900000,18h,18.0,50000
Dark Elixir Drill,4,1200000,1d,24.0,50000
Dark Elixir Drill,5,1500000,1d 12h,36.0,41667
Dark Elixir Drill,6,1800000,2d,48.0,37500
Dark Elixir Drill,7,2400000,3d,72.0,33333
Dark Elixir Drill,8,3000000,4d,96.0,31250
Dark Elixir Drill,9,4000000,7d,168.0,23810
Dark Elixir Storage,1,250000,8h,8.0,31250
Dark Elixir Storage,2,500000,16h,16.0,31250
Dark Elixir Storage,3,1000000,1d,24.0,41667
Dark Elixir Storage,4,1500000,1d 12h,36.0,41667
Dark Elixir Storage,5,2000000,2d,48.0,41667
Dark Elixir Storage,6,3000000,3d,72.0,41667
Dark Elixir Storage,7,3800000,3d 12h,84.0,45238
Dark Elixir Storage,8,5400000,6d 12h,156.0,34615
Dark Elixir Storage,9,11500000,14d 6h,342.0,33626
Dark Elixir Storage,10,12500000,15d,360.0,34722
Clan Castle,1,10000,-,-,-
Clan Castle,2,100000,8h,8.0,12500
Clan Castle,3,800000,12h,12.0,66667
Clan Castle,4,1200000,1d,24.0,50000
Clan Castle,5,2500000,2d,48.0,52083
Clan Castle,6,4200000,5d,120.0,35000
Clan Castle,7,5500000,6d 6h,150.0,36667
Clan Castle,8,8000000,9d,216.0,37037
Clan Castle,9,10000000,11d,264.0,37879
Clan Castle,10,18000000,19d,456.0,39474
Clan Castle,11,20000000,20d,480.0,41667
Name,Level,Cost,Time,Time (hours),Cost/h
Wall Wrecker,2,3800000,5d,120.0,31667
Wall Wrecker,3,5000000,6d,144.0,34722
Wall Wrecker,4,8500000,9d,216.0,39352
Wall Wrecker,5,15000000,16d 12h,396.0,37879
Battle Blimp,2,3800000,5d,120.0,31667
Battle Blimp,3,5000000,6d,144.0,34722
Battle Blimp,4,8500000,9d,216.0,39352
Stone Slammer,2,3800000,5d,120.0,31667
Stone Slammer,3,5000000,6d,144.0,34722
Stone Slammer,4,8500000,9d,216.0,39352
Stone Slammer,5,15000000,16d 12h,396.0,37879
Siege Barracks,2,5000000,6d,144.0,34722
Siege Barracks,3,7000000,8d 12h,204.0,34314
Siege Barracks,4,8500000,9d,216.0,39352
Log Launcher,2,4800000,6d,144.0,33333
Log Launcher,3,6500000,9d,216.0,30093
Log Launcher,4,8500000,9d 12h,228.0,37281
Flame Flinger,2,7600000,9d 12h,228.0,33333
Flame Flinger,3,10500000,13d 12h,324.0,32407
Flame Flinger,4,13300000,15d,360.0,36944
Battle Drill,2,8000000,10d,240.0,33333
Battle Drill,3,11000000,14d,336.0,32738
Battle Drill,4,14000000,16d,384.0,36458
Name,Level,Cost,Time,Time (hours),Cost/h
Lightning Spell,2,50000,4h,4.0,12500
Lightning Spell,3,100000,8h,8.0,12500
Lightning Spell,4,200000,12h,12.0,16667
Lightning Spell,5,600000,1d,24.0,25000
Lightning Spell,6,1500000,4d,96.0,15625
Lightning Spell,7,2500000,6d,144.0,17361
Lightning Spell,8,4200000,7d 6h,174.0,24138
Lightning Spell,9,6300000,8d,192.0,32812
Lightning Spell,10,16000000,16d,384.0,41667
Healing Spell,2,75000,5h,5.0,15000
Healing Spell,3,150000,10h,10.0,15000
Healing Spell,4,300000,20h,20.0,15000
Healing Spell,5,900000,1d 12h,36.0,25000
Healing Spell,6,1800000,4d,96.0,18750
Healing Spell,7,3000000,6d,144.0,20833
Healing Spell,8,8500000,9d 12h,228.0,37281
Healing Spell,9,17000000,17d,408.0,41667
Rage Spell,2,400000,12h,12.0,33333
Rage Spell,3,800000,1d,24.0,33333
Rage Spell,4,1600000,2d,48.0,33333
Rage Spell,5,2400000,4d,96.0,25000
Rage Spell,6,7000000,7d,168.0,41667
Jump Spell,2,2000000,4d,96.0,20833
Jump Spell,3,3400000,6d,144.0,23611
Jump Spell,4,7200000,9d,216.0,33333
Jump Spell,5,16500000,16d 12h,396.0,41667
Freeze Spell,2,1200000,1d 12h,36.0,33333
Freeze Spell,3,1700000,2d 14h,62.0,27419
Freeze Spell,4,3000000,4d 6h,102.0,29412
Freeze Spell,5,4200000,6d,144.0,29167
Freeze Spell,6,6000000,7d 18h,186.0,32258
Freeze Spell,7,7000000,8d,192.0,36458
Clone Spell,2,2100000,1d 18h,42.0,50000
Clone Spell,3,3400000,3d 12h,84.0,40476
Clone Spell,4,4200000,4d,96.0,43750
Clone Spell,5,5600000,7d,168.0,33333
Clone Spell,6,7200000,9d,216.0,33333
Clone Spell,7,15500000,15d 18h,378.0,41005
Clone Spell,8,18000000,17d 12h,420.0,42857
Invisibility Spell,2,5600000,5d 12h,132.0,42424
Invisibility Spell,3,7500000,7d,168.0,44643
Invisibility Spell,4,9000000,9d 12h,228.0,39474
Recall Spell,2,7500000,11d 12h,276.0,27174
Recall Spell,3,14000000,15d 12h,372.0,37634
Recall Spell,4,17500000,17d 12h,420.0,41667
